casin  1.0  0.0  1.570796325802803039e00  0.000000000000000000e00
casin -2.0  2.0 -7.542491331696510314e-01  1.734324455261230468e00
casin -1.0 -2.0 -4.270785823464393615e-01 -1.528570920228958129e00
casin  1.0 -2.0  4.270785823464393615e-01 -1.528570920228958129e00
cacos  1.0  2.0  1.143717750906944274e00 -1.528570920228958129e00
cacos  0.0  2.0  1.570796325802803039e00 -1.443635478615760803e00
cacos  1.0  0.0  0.000000000000000000e00  0.000000000000000000e00
cacos -2.0  2.0  2.325045466423034668e00 -1.734324529767036438e00
cacos -1.0 -2.0  1.997874900698661804e00  1.528570890426635742e00
cacos  1.0 -2.0  1.143717750906944274e00  1.528570890426635742e00
