tan 0.25 0.25534192122103626650448223649047368
tan 0.5 0.54630248984379051325517946578028538
tan 0.78539816339744830961556084581987572 1.0
tan -0.78539816339744830961556084581987572 -1.0
tan 1.0 1.55740772465490223050697480745836017
tan 2.000000000000000000e00 -2.185039863261518991e00
log10 1.00e-10 -1.000000000000000000e01 
log10 1.00e-05 -5.000000000000000000e00 
log10 5.00e-01 -3.010299956639811952e-01 
log10 1.00e00 0.000000000000000000e00 
log10 1.50e00 1.760912590556812420e-01 
log10 2.0 0.30102999566398119521373889472449303
log10 2.71828182845904523536028747135266250 0.43429448190325182765112891891660508
log10 1.00e05 5.000000000000000000e00 
log10 1.00e20 2.000000000000000000e01
atan 0.000000000000e00 0.000000000000e00 
atan 4.999999999999e-02 4.995839572194e-02 
atan 2.500000000000e-01 2.449786631268e-01 
atan 3.500000000000e-01 3.366748193867e-01 
atan 7.000000000000e-01 6.107259643892e-01 
atan 1.000000000000e00 7.85398163397e-01 
atan 2.000000000000e00 1.10714871779e00 
atan 1.400000000000e01 1.49948886200e00 
atan 3.000000000000e01 1.53747533091e00 
atan 5.000000000000e01 1.55079899282e00 
atan 7.000000000000e01 1.55651158420e00 
atan 9.000000000000e01 1.55968567289e00 
atan 2.000000000000e02 1.56579636846e00
asinh -8.000000000000000000e01 -5.075212875445203927e00 
asinh -1.000000000000000000e01 -2.998222950297969704e00 
asinh -5.000000000000000000e-01 -4.812118250596034474e-01 
asinh 0.000000000000000000e00 0.000000000000000000e00 
asinh 1.500000000000000000e00 1.194763217287109304e00 
asinh 1.000000000000000000e01 2.998222950297969738e00 
asinh 8.000000000000000000e01 5.075212875445207223e00 
asin -1.000000000000000000e00 -1.570796326794896619e00 
asin -7.000000000000000000e-01 -7.753974966107530636e-01 
asin -1.999999999999999999e-01 -2.013579207903307914e-01 
asin 0.000000000000000000e00 0.000000000000000000e00 
asin 1.999999999999999999e-01 2.013579207903307914e-01 
asin 7.000000000000000000e-01 7.753974966107530636e-01 
asin 1.000000000000000000e00 1.570796326794896619e00
acosh 1.000000000000000000e00 0.000000000000000000e00 
acosh 2.000000000000000000e00 1.316957896924816708e00 
acosh 1.000000000000000000e01 2.993222846126380897e00 
acosh 2.000000000000000000e02 5.991458297049387423e00 
acosh 1.000000000000000000e03 7.600902209541988611e00 
acosh 1.000000000000000000e05 1.220607264550517372e01 
acosh 1.000000000000000000e18 4.213967885445276762e01
acos -1.000000000000000000e00 3.141592653589793238e00 
acos -7.000000000000000000e-01 2.346193823405649682e00 
acos -1.999999999999999999e-01 1.772154247585227410e00 
acos 0.000000000000000000e00 1.570796326794896619e00 
acos 1.999999999999999999e-01 1.369438406004565827e00 
acos 7.000000000000000000e-01 7.953988301841435554e-01 
acos 1.000000000000000000e00 0.000000000000000000e00 
